008110 A:00e0 X:0062 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:0062 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:0062 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:0062 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:0062 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:0062 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:0061 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:0061 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:0061 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:0061 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:0061 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:0061 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:0060 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:0060 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:0060 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:0060 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:0060 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:0060 Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:005f Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:005f Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:005f Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:005f Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:005f Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:005f Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:005e Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:005e Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:005e Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:005e Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:005e Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:005e Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:005d Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:005d Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:005d Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:005d Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:005d Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810f A:00e0 X:005d Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008110 A:00e0 X:005c Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008103 A:00e0 X:005c Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008106 A:00e0 X:005c Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
008109 A:00e0 X:005c Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
00810c A:00e0 X:005c Y:0000 S:1fff D:0000 DB:00 nvMxdIzC 
